topic	term	beta
1	driving	0.0027127003699136862
2	driving	2.44798041615667e-4
1	drop	0.0051787916152897665
2	drop	2.44798041615667e-4
1	due	2.4660912453760805e-4
2	due	0.0026927784577723372
1	easier	0.0027127003699136862
2	easier	2.44798041615667e-4
1	easily	2.4660912453760805e-4
2	easily	0.0026927784577723372
1	eat	0.0051787916152897665
2	eat	2.44798041615667e-4
1	educates	2.4660912453760805e-4
2	educates	0.0026927784577723372
1	effectively	0.0027127003699136862
2	effectively	2.44798041615667e-4
1	eggs	0.0027127003699136862
2	eggs	2.44798041615667e-4
1	eightnozzled	0.0027127003699136862
2	eightnozzled	2.44798041615667e-4
1	electric	0.0027127003699136862
2	electric	2.44798041615667e-4
1	elephanttoted	0.0027127003699136862
2	elephanttoted	2.44798041615667e-4
1	elevate	2.4660912453760805e-4
2	elevate	0.0026927784577723372
1	enacts	2.4660912453760805e-4
2	enacts	0.0026927784577723372
1	end	2.4660912453760805e-4
2	end	0.0026927784577723372
1	engineered	2.4660912453760805e-4
2	engineered	0.0026927784577723372
1	england	2.4660912453760805e-4
2	england	0.0075887392900856766
1	equal	2.4660912453760805e-4
2	equal	0.0075887392900856766
1	escalating	0.0027127003699136862
2	escalating	2.44798041615667e-4
1	even	0.0027127003699136862
2	even	2.44798041615667e-4
1	eventually	0.0051787916152897665
2	eventually	2.44798041615667e-4
1	exalted	0.0027127003699136862
2	exalted	2.44798041615667e-4
1	executed	2.4660912453760805e-4
2	executed	0.0026927784577723372
1	exhumed	2.4660912453760805e-4
2	exhumed	0.0026927784577723372
1	extreme	0.0027127003699136862
2	extreme	2.44798041615667e-4
1	extremely	2.4660912453760805e-4
2	extremely	0.0026927784577723372
1	facing	0.0027127003699136862
2	facing	2.44798041615667e-4
1	fact	0.0027127003699136862
2	fact	2.44798041615667e-4
1	falsely	2.4660912453760805e-4
2	falsely	0.0026927784577723372
1	farm	0.032305795314426636
2	farm	2.44798041615667e-4
1	farmer	0.0051787916152897665
2	farmer	2.44798041615667e-4
1	farmers	0.0051787916152897665
2	farmers	2.44798041615667e-4
1	festival	0.0027127003699136862
2	festival	2.44798041615667e-4
1	find	0.0051787916152897665
2	find	2.44798041615667e-4
1	fired	0.0027127003699136862
2	fired	2.44798041615667e-4
1	first	2.4660912453760805e-4
2	first	0.0026927784577723372
1	flag	0.0051787916152897665
2	flag	2.44798041615667e-4
1	flattering	0.0027127003699136862
2	flattering	2.44798041615667e-4
1	fling	0.0027127003699136862
2	fling	2.44798041615667e-4
1	followed	2.4660912453760805e-4
2	followed	0.0026927784577723372
1	following	2.4660912453760805e-4
2	following	0.0075887392900856766
1	food	2.4660912453760805e-4
2	food	0.0051407588739290095
1	forgotten	2.4660912453760805e-4
2	forgotten	0.0051407588739290095
1	four	2.4660912453760805e-4
2	four	0.0075887392900856766
1	frederick	2.4660912453760805e-4
2	frederick	0.0026927784577723372
1	game	0.0027127003699136862
2	game	2.44798041615667e-4
1	gather	0.0027127003699136862
2	gather	2.44798041615667e-4
1	generals	0.0027127003699136862
2	generals	2.44798041615667e-4
1	given	2.4660912453760805e-4
2	given	0.0026927784577723372
1	glorifying	0.0027127003699136862
2	glorifying	2.44798041615667e-4
1	gonna	2.4660912453760805e-4
2	gonna	0.0026927784577723372
1	goo	0.0027127003699136862
2	goo	2.44798041615667e-4
1	good	2.4660912453760805e-4
2	good	0.010036719706242349
1	governing	2.4660912453760805e-4
2	governing	0.0026927784577723372
1	gradually	2.4660912453760805e-4
2	gradually	0.0026927784577723372
1	grandfather	2.4660912453760805e-4
2	grandfather	0.0026927784577723372
1	grandson	2.4660912453760805e-4
2	grandson	0.0026927784577723372
1	great	2.4660912453760805e-4
2	great	0.0026927784577723372
1	green	0.0051787916152897665
2	green	2.44798041615667e-4
1	gun	0.0027127003699136862
2	gun	2.44798041615667e-4
1	hands	0.0027127003699136862
2	hands	2.44798041615667e-4
1	happiest	0.0027127003699136862
2	happiest	2.44798041615667e-4
1	harder	2.4660912453760805e-4
2	harder	0.0026927784577723372
1	hardships	2.4660912453760805e-4
2	hardships	0.0026927784577723372
1	head	0.0027127003699136862
2	head	2.44798041615667e-4
1	health	2.4660912453760805e-4
2	health	0.0026927784577723372
1	heating	0.0027127003699136862
2	heating	2.44798041615667e-4
1	helping	0.0027127003699136862
2	helping	2.44798041615667e-4
1	henceforth	2.4660912453760805e-4
2	henceforth	0.0026927784577723372
1	hero	0.0027127003699136862
2	hero	2.44798041615667e-4
1	highexplosive	2.4660912453760805e-4
2	highexplosive	0.0026927784577723372
1	holds	2.4660912453760805e-4
2	holds	0.0051407588739290095
1	home	0.0027127003699136862
2	home	2.44798041615667e-4
1	honours	2.4660912453760805e-4
2	honours	0.0026927784577723372
1	hoof	2.4660912453760805e-4
2	hoof	0.0051407588739290095
1	horn	0.0051787916152897665
2	horn	2.44798041615667e-4
1	hospital	0.0027127003699136862
2	hospital	2.44798041615667e-4
1	however	0.0027127003699136862
2	however	2.44798041615667e-4
1	human	2.4660912453760805e-4
2	human	0.0026927784577723372
1	humanlike	0.0027127003699136862
2	humanlike	2.44798041615667e-4
1	humans	2.4660912453760805e-4
2	humans	0.0051407588739290095
1	idea	2.4660912453760805e-4
2	idea	0.0051407588739290095
1	ideals	2.4660912453760805e-4
2	ideals	0.0026927784577723372
1	identical	0.0027127003699136862
2	identical	2.44798041615667e-4
1	important	2.4660912453760805e-4
2	important	0.0026927784577723372
1	include	2.4660912453760805e-4
2	include	0.0026927784577723372
1	including	0.0027127003699136862
2	including	2.44798041615667e-4
1	income	0.0027127003699136862
2	income	2.44798041615667e-4
1	increasingly	2.4660912453760805e-4
2	increasingly	0.0026927784577723372
1	indistinguishable	2.4660912453760805e-4
2	indistinguishable	0.0026927784577723372
1	inebriates	0.0027127003699136862
2	inebriates	2.44798041615667e-4
1	inner	0.0027127003699136862
2	inner	2.44798041615667e-4
1	intended	0.0027127003699136862
2	intended	2.44798041615667e-4
1	interlinked	2.4660912453760805e-4
2	interlinked	0.0026927784577723372
1	invited	0.0027127003699136862
2	invited	2.44798041615667e-4
1	irresponsible	0.0027127003699136862
2	irresponsible	2.44798041615667e-4
1	items	2.4660912453760805e-4
2	items	0.0026927784577723372
1	jigger	0.0051787916152897665
2	jigger	2.44798041615667e-4
1	jiggerrock	2.4660912453760805e-4
2	jiggerrock	0.0026927784577723372
1	jones	2.4660912453760805e-4
2	jones	0.017380660954712357
1	just	0.0027127003699136862
2	just	2.44798041615667e-4
1	kickapoo	0.0027127003699136862
2	kickapoo	2.44798041615667e-4
1	kid	0.0027127003699136862
2	kid	2.44798041615667e-4
1	knacker	0.0051787916152897665
2	knacker	2.44798041615667e-4
1	knackers	0.0027127003699136862
2	knackers	2.44798041615667e-4
1	known	0.0027127003699136862
2	known	2.44798041615667e-4
1	large	0.0051787916152897665
2	large	2.44798041615667e-4
1	later	0.0027127003699136862
2	later	2.44798041615667e-4
1	laws	0.0027127003699136862
2	laws	2.44798041615667e-4
1	leadership	0.0027127003699136862
2	leadership	2.44798041615667e-4
1	leads	0.0027127003699136862
2	leads	2.44798041615667e-4
1	legs	0.015043156596794078
2	legs	0.0026927784577723372
1	letters	0.0027127003699136862
2	letters	2.44798041615667e-4
1	lifestyle	2.4660912453760805e-4
2	lifestyle	0.0026927784577723372
1	lighting	0.0027127003699136862
2	lighting	2.44798041615667e-4
1	live	2.4660912453760805e-4
2	live	0.0051407588739290095
1	lives	2.4660912453760805e-4
2	lives	0.0051407588739290095
1	loaded	2.4660912453760805e-4
2	loaded	0.0026927784577723372
1	long	2.4660912453760805e-4
2	long	0.0026927784577723372
1	look	0.0027127003699136862
2	look	2.44798041615667e-4
1	machine	0.007644882860665842
2	machine	2.44798041615667e-4
1	made	0.0027127003699136862
2	made	2.44798041615667e-4
1	main	0.0027127003699136862
2	main	2.44798041615667e-4
1	major	0.0051787916152897665
2	major	2.44798041615667e-4
1	majors	2.4660912453760805e-4
2	majors	0.0051407588739290095
1	makes	0.0027127003699136862
2	makes	2.44798041615667e-4
1	man	2.4660912453760805e-4
2	man	0.0026927784577723372
1	manor	0.0051787916152897665
2	manor	2.44798041615667e-4
1	many	0.0027127003699136862
2	many	0.0051407588739290095
1	manypronged	2.4660912453760805e-4
2	manypronged	0.0026927784577723372
1	matters	2.4660912453760805e-4
2	matters	0.0026927784577723372
1	maxim	2.4660912453760805e-4
2	maxim	0.0026927784577723372
1	meetings	0.0027127003699136862
2	meetings	2.44798041615667e-4
1	men	0.0051787916152897665
2	men	2.44798041615667e-4
1	modernise	0.0027127003699136862
2	modernise	2.44798041615667e-4
1	money	2.4660912453760805e-4
2	money	0.0026927784577723372
1	mrs	0.0027127003699136862
2	mrs	2.44798041615667e-4
1	mutual	0.0027127003699136862
2	mutual	2.44798041615667e-4
1	name	0.0027127003699136862
2	name	2.44798041615667e-4
1	named	0.007644882860665842
2	named	2.44798041615667e-4
1	napoleon	2.4660912453760805e-4
2	napoleon	0.041860465116279076
1	napoleons	2.4660912453760805e-4
2	napoleons	0.0075887392900856766
1	near	2.4660912453760805e-4
2	near	0.0026927784577723372
1	neglect	0.0027127003699136862
2	neglect	2.44798041615667e-4
1	neighbouring	0.0027127003699136862
2	neighbouring	2.44798041615667e-4
1	neither	0.0027127003699136862
2	neither	2.44798041615667e-4
1	nets	2.4660912453760805e-4
2	nets	0.0026927784577723372
1	newly	0.0027127003699136862
2	newly	2.44798041615667e-4
1	night	0.0051787916152897665
2	night	2.44798041615667e-4
1	now	0.0051787916152897665
2	now	2.44798041615667e-4
1	old	2.4660912453760805e-4
2	old	0.014932680538555688
1	one	0.012577065351418002
2	one	2.44798041615667e-4
1	opposite	2.4660912453760805e-4
2	opposite	0.0026927784577723372
1	orange	2.4660912453760805e-4
2	orange	0.0026927784577723372
1	orator	2.4660912453760805e-4
2	orator	0.0026927784577723372
1	ostensibly	2.4660912453760805e-4
2	ostensibly	0.0026927784577723372
1	others	0.0027127003699136862
2	others	2.44798041615667e-4
1	outside	0.0027127003699136862
2	outside	2.44798041615667e-4
1	overthrow	2.4660912453760805e-4
2	overthrow	0.0026927784577723372
1	owners	0.0027127003699136862
2	owners	2.44798041615667e-4
1	pacified	2.4660912453760805e-4
2	pacified	0.0026927784577723372
1	painted	0.0027127003699136862
2	painted	2.44798041615667e-4
1	participated	0.0027127003699136862
2	participated	2.44798041615667e-4
1	party	0.0027127003699136862
2	party	2.44798041615667e-4
1	pass	2.4660912453760805e-4
2	pass	0.0026927784577723372
1	patient	0.0027127003699136862
2	patient	2.44798041615667e-4
1	patrolman	0.0027127003699136862
2	patrolman	2.44798041615667e-4
1	patrolmans	0.0027127003699136862
2	patrolmans	0.0026927784577723372
1	persuade	2.4660912453760805e-4
2	persuade	0.0026927784577723372
1	persuading	0.0027127003699136862
2	persuading	2.44798041615667e-4
1	phrase	2.4660912453760805e-4
2	phrase	0.0026927784577723372
1	pigs	0.0027127003699136862
2	pigs	0.012484700122399021
1	pilkington	2.4660912453760805e-4
2	pilkington	0.0026927784577723372
1	pits	0.0027127003699136862
2	pits	2.44798041615667e-4
1	plain	2.4660912453760805e-4
2	plain	0.0026927784577723372
1	plans	2.4660912453760805e-4
2	plans	0.0026927784577723372
1	play	0.0027127003699136862
2	play	2.44798041615667e-4
1	playing	0.0027127003699136862
2	playing	2.44798041615667e-4
1	plentiful	0.0027127003699136862
2	plentiful	2.44798041615667e-4
1	plots	2.4660912453760805e-4
2	plots	0.0026927784577723372
1	point	0.0027127003699136862
2	point	2.44798041615667e-4
1	poised	2.4660912453760805e-4
2	poised	0.0026927784577723372
1	political	2.4660912453760805e-4
2	political	0.0026927784577723372
1	pooadoo	0.0027127003699136862
2	pooadoo	2.44798041615667e-4
1	poorly	2.4660912453760805e-4
2	poorly	0.0026927784577723372
1	populace	0.0027127003699136862
2	populace	2.44798041615667e-4
1	positions	2.4660912453760805e-4
2	positions	0.0026927784577723372
1	possesses	0.0027127003699136862
2	possesses	2.44798041615667e-4
1	powder	0.0051787916152897665
2	powder	2.44798041615667e-4
1	powerful	0.0027127003699136862
2	powerful	2.44798041615667e-4
1	practice	0.0027127003699136862
2	practice	2.44798041615667e-4
1	praising	0.0027127003699136862
2	praising	2.44798041615667e-4
1	present	0.0027127003699136862
2	present	2.44798041615667e-4
1	presumably	0.0027127003699136862
2	presumably	2.44798041615667e-4
1	previous	0.0027127003699136862
2	previous	2.44798041615667e-4
1	prickly	0.0027127003699136862
2	prickly	2.44798041615667e-4
1	primary	0.0027127003699136862
2	primary	2.44798041615667e-4
1	principles	2.4660912453760805e-4
2	principles	0.0026927784577723372
1	project	0.0027127003699136862
2	project	2.44798041615667e-4
1	promise	2.4660912453760805e-4
2	promise	0.0026927784577723372
1	property	2.4660912453760805e-4
2	property	0.0026927784577723372
1	puppies	0.0027127003699136862
2	puppies	2.44798041615667e-4
1	purchased	0.0027127003699136862
2	purchased	2.44798041615667e-4
1	purge	2.4660912453760805e-4
2	purge	0.0051407588739290095
1	put	0.0027127003699136862
2	put	2.44798041615667e-4
1	quickly	0.0027127003699136862
2	quickly	2.44798041615667e-4
1	race	2.4660912453760805e-4
2	race	0.0051407588739290095
1	raises	0.0027127003699136862
2	raises	2.44798041615667e-4
1	reached	0.0027127003699136862
2	reached	2.44798041615667e-4
1	read	0.0027127003699136862
2	read	2.44798041615667e-4
1	rebellion	2.4660912453760805e-4
2	rebellion	0.0051407588739290095
1	rebuilt	0.0027127003699136862
2	rebuilt	2.44798041615667e-4
1	reburied	2.4660912453760805e-4
2	reburied	0.0026927784577723372
1	recall	0.0027127003699136862
2	recall	2.44798041615667e-4
1	recovers	0.0027127003699136862
2	recovers	2.44798041615667e-4
1	red	0.0027127003699136862
2	red	2.44798041615667e-4
1	referred	2.4660912453760805e-4
2	referred	0.0026927784577723372
1	remembered	2.4660912453760805e-4
2	remembered	0.0026927784577723372
1	renaming	0.0027127003699136862
2	renaming	2.44798041615667e-4
1	repainted	0.0027127003699136862
2	repainted	2.44798041615667e-4
1	repeatedly	2.4660912453760805e-4
2	repeatedly	0.0026927784577723372
1	replaced	2.4660912453760805e-4
2	replaced	0.0051407588739290095
1	replacing	2.4660912453760805e-4
2	replacing	0.0026927784577723372
1	replies	0.0027127003699136862
2	replies	2.44798041615667e-4
1	reports	2.4660912453760805e-4
2	reports	0.0026927784577723372
1	representing	2.4660912453760805e-4
2	representing	0.0026927784577723372
1	resemble	2.4660912453760805e-4
2	resemble	0.0026927784577723372
1	resolution	2.4660912453760805e-4
2	resolution	0.0026927784577723372
1	rest	2.4660912453760805e-4
2	rest	0.0026927784577723372
1	restored	0.0027127003699136862
2	restored	2.44798041615667e-4
1	restores	0.0027127003699136862
2	restores	2.44798041615667e-4
1	results	0.0027127003699136862
2	results	2.44798041615667e-4
1	retake	2.4660912453760805e-4
2	retake	0.0026927784577723372
1	retort	0.0027127003699136862
2	retort	2.44798041615667e-4
1	revolt	2.4660912453760805e-4
2	revolt	0.0026927784577723372
1	revolutionary	2.4660912453760805e-4
2	revolutionary	0.0051407588739290095
1	rewrite	2.4660912453760805e-4
2	rewrite	0.0026927784577723372
1	ripened	0.0027127003699136862
2	ripened	2.44798041615667e-4
1	rival	0.0027127003699136862
2	rival	2.44798041615667e-4
1	rocks	2.4660912453760805e-4
2	rocks	0.0026927784577723372
1	rules	2.4660912453760805e-4
2	rules	0.0026927784577723372
1	run	2.4660912453760805e-4
2	run	0.0026927784577723372
1	running	2.4660912453760805e-4
2	running	0.0026927784577723372
1	runs	2.4660912453760805e-4
2	runs	0.0026927784577723372
1	sabotage	0.0027127003699136862
2	sabotage	2.44798041615667e-4
1	sale	0.0027127003699136862
2	sale	2.44798041615667e-4
1	saying	0.0027127003699136862
2	saying	2.44798041615667e-4
1	second	0.0027127003699136862
2	second	2.44798041615667e-4
1	secretly	0.0027127003699136862
2	secretly	2.44798041615667e-4
1	see	2.4660912453760805e-4
2	see	0.0051407588739290095
1	set	0.0027127003699136862
2	set	2.44798041615667e-4
1	seven	2.4660912453760805e-4
2	seven	0.0075887392900856766
1	sheeps	2.4660912453760805e-4
2	sheeps	0.0026927784577723372
1	shoots	0.0027127003699136862
2	shoots	2.44798041615667e-4
1	side	2.4660912453760805e-4
2	side	0.010036719706242349
1	sides	2.4660912453760805e-4
2	sides	0.010036719706242349
1	signboard	2.4660912453760805e-4
2	signboard	0.0026927784577723372
1	similarly	0.0027127003699136862
2	similarly	2.44798041615667e-4
1	simple	2.4660912453760805e-4
2	simple	0.0026927784577723372
1	skilled	0.0027127003699136862
2	skilled	2.44798041615667e-4
1	skull	0.0051787916152897665
2	skull	2.44798041615667e-4
1	slingshots	0.0051787916152897665
2	slingshots	2.44798041615667e-4
1	small	0.0027127003699136862
2	small	2.44798041615667e-4
1	smears	2.4660912453760805e-4
2	smears	0.0026927784577723372
1	smoothly	2.4660912453760805e-4
2	smoothly	0.0026927784577723372
1	snatchem	0.0027127003699136862
2	snatchem	2.44798041615667e-4
1	snickberry	0.0027127003699136862
2	snickberry	2.44798041615667e-4
1	snowball	0.0027127003699136862
2	snowball	0.027172582619339043
1	song	0.0027127003699136862
2	song	2.44798041615667e-4
1	sour	2.4660912453760805e-4
2	sour	0.0026927784577723372
1	spades	2.4660912453760805e-4
2	spades	0.0026927784577723372
1	spaniel	0.0027127003699136862
2	spaniel	2.44798041615667e-4
1	special	0.0027127003699136862
2	special	2.44798041615667e-4
1	sprinkle	0.0027127003699136862
2	sprinkle	2.44798041615667e-4
1	sputter	0.0051787916152897665
2	sputter	2.44798041615667e-4
1	squealer	0.010110974106041922
2	squealer	2.44798041615667e-4
1	squealers	0.0027127003699136862
2	squealers	2.44798041615667e-4
1	stage	0.0027127003699136862
2	stage	2.44798041615667e-4
1	stalls	2.4660912453760805e-4
2	stalls	0.0026927784577723372
1	start	0.0051787916152897665
2	start	2.44798041615667e-4
1	stone	2.4660912453760805e-4
2	stone	0.0026927784577723372
1	storm	0.0027127003699136862
2	storm	2.44798041615667e-4
1	strike	2.4660912453760805e-4
2	strike	0.0026927784577723372
1	structure	0.0027127003699136862
2	structure	2.44798041615667e-4
1	subsequently	2.4660912453760805e-4
2	subsequently	0.0026927784577723372
1	sung	0.0027127003699136862
2	sung	2.44798041615667e-4
1	supreme	2.4660912453760805e-4
2	supreme	0.0026927784577723372
1	switch	2.4660912453760805e-4
2	switch	0.0026927784577723372
1	symbol	2.4660912453760805e-4
2	symbol	0.0026927784577723372
1	tablecloth	2.4660912453760805e-4
